Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Finlandia,FIN,75555.06141,75117.479,78384.73416,74993.8863442864,84371.5387256094,76124.6255948726,69072.9387223345,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Francia,FRA,554685.28,559922.199,544424.0617,527525.776542167,532133.040360555,502656.654982811,499146.634492193,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Polinesia Francesa,PYF,1014.46011,610.09538,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Gabón,GAB,12276.85768,32923.10176,61809.4079,14325.6426511649,34053.552420328,34324.7623145748,34570.626576672,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Gambia,GMB,1189.5885,2864.9869,3350.4432,3012.97665945821,3481.57320442381,3505.92445910053,3529.23152956181,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Georgia,GEO,38220.5924,11554.305612,12282.1374,13250.1200201929,13108.6237650807,14665.8003034717,14627.7492943065,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Alemania,DEU,1256074.03,1016295.545,992116.30262,950463.408604366,948006.754235074,929540.263405034,951716.711065489,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Ghana,GHA,29495.582968,107699.825,124072.65,104912.635467253,106432.692607526,107126.215493213,107784.294435056,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Gibraltar,GIB,159.451771,356.180185,..,..,..,459.115654966115,473.005729316361,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Grecia,GRC,96659.0445,115225.458,117310.663,113365.798767144,107505.979055767,105013.933556742,100571.170745123,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Groenlandia,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Granada,GRD,157.901249,474.9675,643.730012,645.080683567652,682.65769207226,705.684685472562,726.185419740993,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Guam,GUM,60.1849157,69.55195,80.2123132,81.4806286961758,83.6212456391392,84.7696534428198,85.8694584981447,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Guatemala,GTM,14907.3608,70005.686,32857.908,37118.6643315547,30327.54697826,30950.2537441356,31515.4501791152,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Guinea,GIN,65170.672,84360.143,135227.869,160212.122008992,100274.039948299,100814.392078924,101348.988273839,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Guinea-Bissau,GNB,1628.8117,6791.4424,5808.0868,5046.75756824414,7536.35781347783,7571.17684486716,7604.73449731623,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Guyana,GUY,16735.4609,4405.2298,5112.8356,25763.6931891269,5937.29421093619,6042.57849427375,6140.68725152308,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Haití,HTI,5356.9867,7179.0971,8462.3932,8453.14776108017,8545.16780836899,8695.42577952115,8835.46690838767,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Honduras,HND,13722.119,21929.621,19785.857,19877.5557663616,19663.7156155789,20084.1362219677,20467.1629868832,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Hong Kong, Región Administrativa Especial",HKG,37253.7089,45292.8777,51945.7835,52038.7287180895,55049.4029662817,56946.3878595726,58633.5167723061,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Hungría,HUN,97552.24,75482.05879,71578.8505,65812.1371,66250.7743,64385.0040495242,62988.3997990485,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Islandia,ISL,21761.01853,4122.3355,5043.3159,5144.2887106422,5390.98473567479,5530.25743465459,5514.85399229931,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,India,IND,1387371.82,1885189,2438714.28,2594639.91697394,2771456.75614684,2828845.82898461,3002894.92752695,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Indonesia,IDN,1165113.41,622464.65,796581.92,1148285.67917462,744790.024070399,763553.164939774,780550.764031458,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Irán, República Islámica del",IRN,283712.886,448089.454,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Iraq,IRQ,99866.44,124402.47,137871.117,138423.769146231,146903.733169242,151457.060059124,155529.505046712,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Irlanda,IRL,65583.192,68143.29,70132.71958,65613.0705702765,65591.2459838566,61268.1023659476,62433.0138852174,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Isla de Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Israel,ISR,39609.3299,65619.3898423,75238.54546,75026.0352778109,79072.4356631562,81703.9131146652,84044.4344111728,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Italia,ITA,508764.943,547349.86,529283.803,480698.223117841,489460.132730355,482619.037546784,482634.000294537,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Jamaica,JAM,9319.21737,12364.4322,13912.5571,13884.0972177137,14581.6781043858,15053.5054602312,15474.3204085017,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Japón,JPN,1304676.03,1406194.588,1385164.839,1290243.64782972,1350427.9134916,1396767.26078631,1478858.88126732,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Jordania,JOR,11599.3165797,17799.0188,24469.11527,24315.6473389454,25590.049644546,26440.7735323218,27198.5945143973,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kazajstán,KAZ,372290.9362,207395.42,330512.052,287801.126034189,347356.081602398,350475.734882164,366502.19730054,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kenya,KEN,38943.126,46237.25,53277.032,52547.6800367631,52675.1023516439,53513.9923820998,54302.0956122537,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kiribati,KIR,39.7799279,42.698831,..,52.6991169526772,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Corea, República Popular Democrática de",PRK,162999.454,97813.668,99381.168,99920.3788841107,104116.604314427,107165.318927918,109894.964984758,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Corea, República de",KOR,300501.326,512819.936,594982.1988,594493.202241893,628838.721073131,650085.534882287,668989.651446327,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kuwait,KWT,..,65239.5715,89301.4427,88824.8817802557,93785.5685485441,96788.1942169604,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Kirguistán,KGZ,33283.18809,9973.9558,11873.2617,13218.8107777734,13008.5431032492,13853.6745152227,13794.7412448409,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,República Democrática Popular Lao,LAO,30128.598,24667.954,21335.613,24469.6379259297,38034.9636272718,161456.982700603,161718.737448862,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Letonia,LVA,33667.7706,11507.8095,14204.6668,13580.3226,14670.0039,14150.0953121195,13943.921724239,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Líbano,LBN,..,16825.6618,18270.36045,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Lesotho,LSO,1882.4258,3230.5765,2543.498,2727.98013422641,3425.27889786419,3449.40565110162,3472.70753642453,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Liberia,LBR,1752.526409,2076.31708,2863.1407,2599.79846235048,2758.54687127273,2797.37082211107,2833.94277850522,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Libia,LBY,61074.1542,63666.8898,74238.8201,73995.4159130736,77780.0897279971,80072.8192017551,82129.133946468,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Lituania,LTU,54344.5327,21257.1305,26732.648,24473.52047,26786.483,29324.6896732865,29442.2123465731,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Luxemburgo,LUX,13101.9844,10268.3634,12702.3411,12343.3163024847,13034.8157583223,12929.5408156803,12610.9976195246,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,"Región Administrativa Especial de Macao, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Ex República Yugoslava de Macedonia,MKD,14328.5064,..,11742.8238,11639.367239289,12257.5435281439,12645.7140398317,12992.2469938559,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Madagascar,MDG,48353.24978,84187.244,94468.136,117984.460835901,117231.040631623,117586.217732155,117932.597060147,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Malawi,MWI,8537.0945,15450.3876,17735.299,15595.8303564547,21415.5371809398,21525.7616594699,21632.1320932947,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Malasia,MYS,198587.5635,171393.521,256755.874,277979.415615578,263676.105986662,271818.836761596,279098.376755817,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Maldivas,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Malí,MLI,30794.145,70241.634,86890.413,74104.2691956336,76827.8814527539,77134.1826164302,77437.931654233,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Malta,MLT,2605.29414,2553.04695,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Islas Marshall,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mauritania,MRT,5976.906,11950.5596,11721.4539,11967.5831531667,12951.0065581117,13153.8609240339,13343.1626272099,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mauricio,MUS,1576.65897,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,México,MEX,494151.02,576489.52,644167.96,648860.079135921,643375.43361602,652861.29145972,663424.954361171,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Micronesia (Estados Federados de),FSM,47.63686,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,República de Moldova,MDA,38029.79932,10796.1408,11170.1713,11008.6907771068,11338.7077686998,11433.4868914836,11350.629999647,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mónaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mongolia,MNG,58042.678,51756.455,46513.8,50237.0158902693,24860.3781081674,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Marruecos,MAR,37543.266,50974.378,72650.847,72152.210619649,76087.3788481451,78381.399786628,80436.7152145251,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mozambique,MOZ,40943.06776,215278.008,363780.5718,307176.207409471,379823.550388872,380073.237805556,380308.292508061,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Myanmar,MMR,875447.03,185137.09,189004.373,266006.03229454,325367.139062547,526919.838488792,528416.217662507,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Namibia,NAM,7299.9503,33985.47,28595.4652,39971.703287644,37647.5718011523,37855.6522446755,38049.2707847565,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nepal,NPL,25118.3339,31234.017,32026.569,32809.2621925374,32738.69185878,33160.9713713475,40762.7152881677,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Países Bajos,NLD,224468.089,220319.9,205061.312,201884.487178424,212418.45504564,200143.54444018,195873.763889571,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nueva Caledonia,NCL,1633.16868,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nueva Zelandia,NZL,65689.817,74422.829,81442.9,76062.1502053644,76141.6578305852,75851.1222399306,78130.9798816606,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nicaragua,NIC,10263.4765,14043.287,15791.953,15861.9682306353,15794.3498057937,16068.6412130905,16323.0434302921,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Níger,NER,6929.2769,11124.281,10491.4259,10530.9297519483,11219.5051135265,11342.1190258822,11460.9158280465,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Nigeria,NGA,163274.1763,314978.544,316058.63,273156.363092577,292211.735427326,296799.948975518,301010.125866092,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Mariana,MNP,5.1160915,8.46553305,11.3841499,11.79593055,12.24371151,12.3661486251,12.4885857402,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Noruega,NOR,67466.0999,71217.9,71002.7568,65840.6636900105,65710.0642142401,64181.1477579667,63536.7320746753,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Omán,OMN,35356.2927,35439.108,55220.8011,55510.2056941071,59041.9795817376,60705.5913108149,62201.5508044815,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Pakistán,PAK,172551.2859,247348.795,338551.92,343244.201743882,354528.622197099,362475.094356567,369734.583692698,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Panamá,PAN,6814.4507,9158.7515,15082.5873,15489.5112672717,15428.76050942,15860.4557625829,16248.7722905672,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Papua Nueva Guinea,PNG,29504.072,8257.4614,9516.4689,11298.7329775057,10667.5964883463,10888.0894662948,11087.4570564505,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Paraguay,PRY,63833.492,39439.471,54092.028,46875.5965759124,50027.5030005582,50445.1164029722,50843.9542041131,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Perú,PER,59544.1966,66574.044,63708.119,64753.407771013,71614.2940211242,73289.702901321,74806.9567445781,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Filipinas,PHL,96355.436,150078.87,152332.054,223801.402582966,159940.452828914,163797.78766544,167297.549725585,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Polonia,POL,474016.0603,392642.0366,420981.528,405421.159762265,426485.868351622,422791.468168537,414606.89232929,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Portugal,PRT,58227.179,88594.191,74433.765,75492.5034292383,71681.4684400366,71977.8870090626,72524.218510274,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Puerto Rico,PRI,2941.1635,2963.27411,3067.96985,3119.06938320473,3199.24568321129,3247.52000136847,3293.25487972272,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Qatar,QAT,21978.4828,44439.7,83149.36557,86227.8146737545,98391.5338465153,100891.323358578,103155.120721373,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Rumania,ROU,247279.3403,132627.536,136834.935,119648.2095,117930.698,126194.415552348,121762.225104696,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Federación de Rusia,RUS,3593581.92,2771222,2995286.6,2562920.977736,2603289.62983381,2777724.31014007,2803398.4879042,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Rwanda,RWA,3251.96376,4900.3316,5183.7427,5967.06192569087,6547.47491286008,6620.24670057814,6689.94889743344,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Samoa,WSM,287.10673,318.53193,330.23679,330.708149791493,340.977682074287,348.882192362577,356.086960000804,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Santo Tomé y Príncipe,STP,97.473043,206.896072,175.963732,177.024126785466,185.451631790855,190.736300569879,195.486961272431,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Arabia Saudita,SAU,..,310713.5,446765.124,471266.326647713,..,514967.262649612,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Senegal,SEN,11016.4282,48632.878,51876.505,47324.755141409,53407.5710536081,53810.0458870121,54185.3718787515,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Seychelles,SYC,365.272339,..,806.416085,805.942230706433,854.072184402449,883.831427003904,910.287358285027,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sierra Leona,SLE,9628.770868,14763.8481,33083.703,17509.103840073,11647.4905123863,11731.1661612871,11810.8870188195,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Singapur,SGP,..,..,50059.9548,49828.2152938626,52731.9988239379,54413.5540095278,55910.2813044732,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,República Eslovaca,SVK,72262.4462,50421.399,49160.9889427,46722.85803,49973.282,48551.7499855841,46301.2739711681,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Eslovenia,SVN,19978.0218,20927.0855,23252.2604,21453.1576,21893.6609,21513.476468893,21074.7483377861,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Islas Salomón,SLB,5903.502,4086.0635,4411.7304,4419.51705605364,4479.82999608379,4536.57738178344,4591.46452705258,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Somalia,SOM,17953.4060594,20491.617,21450.946,21130.6211247516,21461.805455857,21690.2656830673,21916.3232231908,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sudáfrica,ZAF,349202.002,420482.753,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sudán del Sur,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,España,ESP,293343.061,381031.15,404869.429,372822.515384651,354618.022613412,353857.386145107,348257.292233754,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sri Lanka,LKA,18379.0014,23282.5721,27954.9991,27826.5551277157,29131.2905203967,29822.7789910656,30451.8263103441,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Saint Kitts y Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Santa Lucía,LCA,278.116504,404.93516,533.67247,534.355854746858,563.915882513968,582.33575435051,598.765917552075,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Isla de San Martín (parte francesa),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,San Vicente y las Granadinas,VCT,140.6361373,222.544768,284.790058,..,301.562853783709,310.883655689352,319.21808524325,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Sudán,SDN,92666.85,529253.88,572341.41,559206.070707765,487562.733687685,489798.213265019,491982.266532203,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Suriname,SUR,10497.9035,2495.7631,3262.83885,3125.74816500608,..,2598.26121843145,2657.8776235695,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Swazilandia,SWZ,2261.6269,2814.7361,3255.8421,3032.49166449197,3378.3390138447,3430.02474988828,3478.03453213704,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Suecia,SWE,77170.66264,77926.242,69993.2847,65034.0671220206,71434.7098130697,68780.3304510237,65767.7870645559,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Suiza,CHE,56393.8008,53063.2151,56634.8927,55245.9738703299,57154.1827287513,53066.8668627694,54108.0975149024,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,República Árabe Siria,SYR,48602.089,68163.2714,70097.5424,69995.6579645358,73021.0350245709,75181.2622617497,77118.711861813,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Tayikistán,TJK,21668.05999,10059.39617585,14274.5997,14128.8782893332,14727.2055380711,15285.8198091057,15364.5752926943,..,..,..,..,..
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),EN.ATM.GHGT.KT.CE,Tanzanía,TZA,94958.046,215939.362,201404.515,231456.25049325,234147.160880009,234762.029551845,235353.116917654,..,..,..,..,..
